,context1,context2,label
4998,I wonder whom Sandy loves.,Is the grammar of this sentence incorrect ?,0
4999,This is the politician on whom Sandy relies.,Is the grammar of this sentence correct ?,1
5000,He is hard to love.,Is the grammar of this sentence incorrect ?,0
5001,It is easy to please John.,Is the grammar of this sentence correct ?,1
5002,John is easy to please.,Is the grammar of this sentence correct ?,1
5003,To please John is eager.,Is the grammar of this sentence incorrect ?,1
5004,It is eager to please John.,Is the grammar of this sentence incorrect ?,1
5005,John is eager to please.,Is the grammar of this sentence correct ?,1
5006,To please John is tough.,Is the grammar of this sentence incorrect ?,0
5007,It is tough to please John.,Is the grammar of this sentence correct ?,1
5008,John is tough to please.,Is the grammar of this sentence incorrect ?,0
5009,To please John is ready.,Is the grammar of this sentence incorrect ?,1
5010,It is ready to please John.,Is the grammar of this sentence incorrect ?,1
5011,John is ready to please.,Is the grammar of this sentence incorrect ?,0
5012,Kim is easy to please.,Is the grammar of this sentence incorrect ?,0
5013,Kim is eager to please.,Is the grammar of this sentence incorrect ?,0
5014,This doll is hard to see.,Is the grammar of this sentence correct ?,1
5015,The child is impossible to teach.,Is the grammar of this sentence incorrect ?,0
5016,The problem is easy to solve.,Is the grammar of this sentence correct ?,1
5017,This doll is hard to see it.,Is the grammar of this sentence correct ?,0
5018,The child is impossible to teach him.,Is the grammar of this sentence incorrect ?,1
5019,The problem is easy to solve the question.,Is the grammar of this sentence incorrect ?,1
5020,John is eager to examine the patient.,Is the grammar of this sentence incorrect ?,0
5021,John is eager to find a new home.,Is the grammar of this sentence correct ?,1
5022,John is eager to examine.,Is the grammar of this sentence correct ?,0
5023,John is eager to find.,Is the grammar of this sentence correct ?,0
5024,Hei is easy to please i.,Is the grammar of this sentence incorrect ?,0
5025,This theorem will take only five minutes to prove.,Is the grammar of this sentence incorrect ?,0
5026,This theorem will take only five minutes to establish that he proved in 1930.,Is the grammar of this sentence correct ?,1
5027,This scratch will cost Kim $500 to fix.,Is the grammar of this sentence correct ?,1
5028,"This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted.",Is the grammar of this sentence incorrect ?,0
5029,Kim is eager to recommend.,Is the grammar of this sentence correct ?,0
5030,Who is Kim eager to recommend?,Is the grammar of this sentence incorrect ?,0
5031,This sonata is easy to play on this piano.,Is the grammar of this sentence correct ?,1
5032,Which piano is this sonata easy to play on?,Is the grammar of this sentence correct ?,1
5033,That dogs bark annoys people.,Is the grammar of this sentence incorrect ?,0
5034,It annoys people that dogs bark.,Is the grammar of this sentence incorrect ?,0
5035,Why she told him is unclear.,Is the grammar of this sentence incorrect ?,0
5036,It is unclear why she told him.,Is the grammar of this sentence incorrect ?,0
5037,to leave so soon would be inconvenience.,Is the grammar of this sentence incorrect ?,0
5038,It would be inconvenience to leave so soon.,Is the grammar of this sentence incorrect ?,0
5039,It would be inconvenience for you to leave so soon.,Is the grammar of this sentence incorrect ?,0
5040,That the Dalai Lama claims Tibet independence disturbs the Chinese government.,Is the grammar of this sentence incorrect ?,0
5041,It disturbs the Chinese government that the Dalai Lama claims Tibet independence.,Is the grammar of this sentence correct ?,1
5042,I believe the problem to be obvious.,Is the grammar of this sentence incorrect ?,0
5043,I believe that the problem is not easy to be obvious.,Is the grammar of this sentence incorrect ?,1
5044,I believe it to be obvious that the problem is not easy.,Is the grammar of this sentence incorrect ?,0
5045,I do not think it unreasonable to ask for the return of my subscription.,Is the grammar of this sentence correct ?,1
5046,He made it clear he would continue to co-operate with the United Nations.,Is the grammar of this sentence correct ?,1
5047,They're not finding it a stress being in the same office.,Is the grammar of this sentence incorrect ?,0
5048,That you came early surprised me.,Is the grammar of this sentence correct ?,1
5049,It surprised me that you came early.,Is the grammar of this sentence correct ?,1
5050,Surprised me that you came early.,Is the grammar of this sentence correct ?,0
5051,That Chris knew the answer occurred to Pat.,Is the grammar of this sentence correct ?,1
5052,It occurred to Pat that Chris knew the answer.,Is the grammar of this sentence incorrect ?,0
5053,It really freaks me out that we invaded Iraq.,Is the grammar of this sentence correct ?,1
5054,That we invaded Iraq really creeps me out.,Is the grammar of this sentence incorrect ?,0
5055,That we invaded Iraq really freaks me out.,Is the grammar of this sentence incorrect ?,0
5056,It really bites that we invaded Iraq.,Is the grammar of this sentence correct ?,1
5057,That Fido barks annoys me.,Is the grammar of this sentence incorrect ?,0
5058,A man came into the room that no one knew.,Is the grammar of this sentence incorrect ?,0
5059,A man came into the room with blond hair.,Is the grammar of this sentence incorrect ?,0
5060,I read a book during the vacation which was written by Chomsky.,Is the grammar of this sentence correct ?,1
5061,Ray found the outcome frustrating.,Is the grammar of this sentence correct ?,1
5062,Ray found it frustrating that his policies made little impact on poverty.,Is the grammar of this sentence correct ?,1
5063,I made to settle the matter my objective.,Is the grammar of this sentence incorrect ?,1
5064,I made it my objective to settle the matter.,Is the grammar of this sentence incorrect ?,0
5065,I made the settlement of the matter my objective.,Is the grammar of this sentence incorrect ?,0
5066,I owe that the jury acquitted me to you.,Is the grammar of this sentence correct ?,0
5067,I owe it to you that the jury acquitted me.,Is the grammar of this sentence incorrect ?,0
5068,I owe my acquittal to you.,Is the grammar of this sentence correct ?,1
5069,I believe strongly that the world is round.,Is the grammar of this sentence incorrect ?,0
5070,I believe that the world is round strongly.,Is the grammar of this sentence correct ?,0
5071,It's their teaching material that we're using.,Is the grammar of this sentence correct ?,1
5072,What we're using is their teaching material.,Is the grammar of this sentence incorrect ?,0
5073,Their teaching material is what we are using.,Is the grammar of this sentence correct ?,1
5074,We are using their teaching material.,Is the grammar of this sentence incorrect ?,0
5075,I share your view but I just wonder why you think that's good.,Is the grammar of this sentence incorrect ?,0
5076,It was the man that bought the articles from him.,Is the grammar of this sentence correct ?,1
5077,It was then that he felt a sharp pain.,Is the grammar of this sentence incorrect ?,0
5078,It was to the student that the teacher gave the best advice.,Is the grammar of this sentence incorrect ?,0
5079,It was not until I was perhaps twenty-five or thirty that I read and enjoyed them.,Is the grammar of this sentence incorrect ?,0
5080,It was to finish the homework that John tried.,Is the grammar of this sentence incorrect ?,1
5081,It is that Bill is honest that John believes.,Is the grammar of this sentence correct ?,0
5082,It's the second Monday that we get back from Easter holiday.,Is the grammar of this sentence incorrect ?,0
5083,It was the girl who kicked the ball.,Is the grammar of this sentence correct ?,1
5084,It's mainly his attitude which convinced the teacher.,Is the grammar of this sentence incorrect ?,0
5085,What you want is a little greenhouse.,Is the grammar of this sentence correct ?,1
5086,What's actually happening in London at the moment is immensely exciting.,Is the grammar of this sentence correct ?,1
5087,What is to come is in this document.,Is the grammar of this sentence incorrect ?,0
5088,What I've always tended to do is to do my own stretches at home.,Is the grammar of this sentence correct ?,1
5089,What I meant was that you have done it really well.,Is the grammar of this sentence correct ?,1
5090,What happened is they caught her without a license.,Is the grammar of this sentence correct ?,1
5091,What the gentleman seemed to be asking is how policy would have differed.,Is the grammar of this sentence incorrect ?,0
5092,Insensitive is how I would describe him.,Is the grammar of this sentence correct ?,1
5093,In the early morning is when I do my best research.,Is the grammar of this sentence correct ?,1
5094,Wear it like that is what you do.,Is the grammar of this sentence incorrect ?,1
5095,They caught her without a license is what happened.,Is the grammar of this sentence correct ?,0
5096,That you have done it really well is what I meant.,Is the grammar of this sentence correct ?,0
5097,That's when I read.,Is the grammar of this sentence incorrect ?,0
5098,That was why she looked so nice.,Is the grammar of this sentence correct ?,1
5099,That's how they do it.,Is the grammar of this sentence incorrect ?,0
5100,That's who I played with over Christmas.,Is the grammar of this sentence correct ?,1
5101,What you heard was an explosion.,Is the grammar of this sentence correct ?,1
5102,It was an explosion that you heard.,Is the grammar of this sentence incorrect ?,0
5103,What you should do is order one first.,Is the grammar of this sentence correct ?,1
5104,It is order one first that you should do first.,Is the grammar of this sentence incorrect ?,1
5105,Order one first is what you should do.,Is the grammar of this sentence incorrect ?,1
5106,It was not until I was perhaps twenty-five or thirty that I read them and enjoyed them.,Is the grammar of this sentence correct ?,1
5107,When I read them and enjoyed them was not until I was perhaps twenty-five.,Is the grammar of this sentence correct ?,0
5108,Not until I was perhaps twenty-five was when I read them and enjoyed them.,Is the grammar of this sentence correct ?,0
5109,It's the writer that gets you so involved.,Is the grammar of this sentence incorrect ?,0
5110,That gets you so involved is the writer.,Is the grammar of this sentence incorrect ?,1
5111,The writer is that gets you so involved.,Is the grammar of this sentence correct ?,0
5112,And it was this matter on which I consulted with the chairman of the Select Committee.,Is the grammar of this sentence incorrect ?,0
5113,On which I consulted with the chairman of the Select Committee was this matter.,Is the grammar of this sentence correct ?,0
5114,This matter was on which I consulted with the chairman of the Select Committee.,Is the grammar of this sentence incorrect ?,1
5115,What I ate is an apple.,Is the grammar of this sentence correct ?,1
5116,What we are using is their teaching material.,Is the grammar of this sentence correct ?,1
5117,The student who got A in the class was very happy.,Is the grammar of this sentence correct ?,1
5118,The one who broke the window was Mr. Kim.,Is the grammar of this sentence correct ?,1
5119,He got what he wanted.,Is the grammar of this sentence correct ?,1
5120,He put the money where Lee told him to put it.,Is the grammar of this sentence correct ?,1
5121,The concert started when the bell rang.,Is the grammar of this sentence incorrect ?,0
5122,Lee wants to meet who Kim hired.,Is the grammar of this sentence correct ?,0
5123,Lee solved the puzzle how Kim solved it.,Is the grammar of this sentence correct ?,0
5124,Which book he read the book was that one.,Is the grammar of this sentence incorrect ?,1
5125,I ate what John ate.,Is the grammar of this sentence incorrect ?,0
5126,I ate an apple.,Is the grammar of this sentence incorrect ?,0
5127,To whom I gave the cake is John.,Is the grammar of this sentence incorrect ?,1
5128,That brought the letter is Bill.,Is the grammar of this sentence correct ?,0
5129,This is how he did it.,Is the grammar of this sentence correct ?,1
5130,This is why he came early.,Is the grammar of this sentence correct ?,1
5131,Type A: It is on Bill that John relies.,Is the grammar of this sentence correct ?,1
5132,Type B: It is Bill on whom John relies.,Is the grammar of this sentence correct ?,1
5133,It was then when we all went to bed.,Is the grammar of this sentence incorrect ?,0
5134,John that we are looking for showed up.,Is the grammar of this sentence correct ?,0
5135,It's the second Monday that we get back from Easter.,Is the grammar of this sentence incorrect ?,0
5136,It was in 1997 when the IN introduced the alien registration receipt card.,Is the grammar of this sentence correct ?,1
5137,It is Uncle John whose address I lost.,Is the grammar of this sentence correct ?,1
5138,It is Kim on whom that Sandy relies.,Is the grammar of this sentence correct ?,0
5139,It is Kim on whom Sandy relies on.,Is the grammar of this sentence correct ?,0
5140,It is Kim whom Sandy relies.,Is the grammar of this sentence correct ?,0
5141,It was the director that she wants to meet.,Is the grammar of this sentence incorrect ?,0
5142,It was the director that she said she wants to meet.,Is the grammar of this sentence incorrect ?,0
5143,It was the director that I think she said she wants to meet.,Is the grammar of this sentence correct ?,1
5144,I wonder who it was who saw you.,Is the grammar of this sentence incorrect ?,0
5145,I wonder who it was you saw.,Is the grammar of this sentence correct ?,1
5146,I wonder in which pocket it was that Kim had hidden the jewels.,Is the grammar of this sentence incorrect ?,0
5147,Who do you think it is that Mary met?,Is the grammar of this sentence correct ?,1
5148,To whom do you think it is the book that Mary gave?,Is the grammar of this sentence incorrect ?,1
5149,It is difficult for me to concentrate on calculus.,Is the grammar of this sentence incorrect ?,0
5150,For me to concentrate on calculus is difficult.,Is the grammar of this sentence correct ?,1
5151,Calculus is difficult for me to concentrate on.,Is the grammar of this sentence correct ?,1
5152,Being lovely to look at has its advantages.,Is the grammar of this sentence incorrect ?,0
5153,Letters to Grandma are easy to help the children to write.,Is the grammar of this sentence correct ?,1
5154,It was to Boston that they decided to take the patient.,Is the grammar of this sentence correct ?,1
5155,It was with a great deal of regret that I vetoed your proposal.,Is the grammar of this sentence incorrect ?,0
5156,It was Tom who spilled beer on this couch.,Is the grammar of this sentence incorrect ?,0
5157,It is Martha whose work critics will praise.,Is the grammar of this sentence incorrect ?,0
5158,It was John on whom the sheriff placed the blame.,Is the grammar of this sentence correct ?,1
5159,I wondered who it was you saw.,Is the grammar of this sentence incorrect ?,0
5160,I was wondering in which pocket it was that Kim had hidden the jewels.,Is the grammar of this sentence correct ?,1
5161,It is on Kim on whom Sandy relies.,Is the grammar of this sentence correct ?,0
5162,Was it for this that we suffered and toiled?,Is the grammar of this sentence incorrect ?,0
5163,Who was it who interviewed you?,Is the grammar of this sentence correct ?,1
5164,I believe it to be her father who was primarily responsible.,Is the grammar of this sentence correct ?,1
5165,I believe it to be the switch that is defective.,Is the grammar of this sentence correct ?,1
5166,Tom ate what Mary offered to him.,Is the grammar of this sentence correct ?,1
5167,I wonder what Mary offered to him.,Is the grammar of this sentence correct ?,1
5168,What Mary offered to him is unclear.,Is the grammar of this sentence incorrect ?,0
5169,I don't have any potatoes.,Is the grammar of this sentence correct ?,1
5170,I have any potatoes.,Is the grammar of this sentence correct ?,0
5171,At most three girls saw anything.,Is the grammar of this sentence incorrect ?,0
5172,At least three girls saw anything.,Is the grammar of this sentence correct ?,0
5173,Every girl who saw anything was happy.,Is the grammar of this sentence correct ?,1
5174,Some girl who saw anything was happy.,Is the grammar of this sentence incorrect ?,1
5175,Any owl hunts mice.,Is the grammar of this sentence incorrect ?,0
5176,Any lawyer could tell you that.,Is the grammar of this sentence incorrect ?,0
5177,I would dance with anybody.,Is the grammar of this sentence incorrect ?,0
5178,Almost every lawyer could answer that question.,Is the grammar of this sentence incorrect ?,0
5179,Almost no lawyer could answer that question.,Is the grammar of this sentence correct ?,1
5180,Almost any lawyer could answer that question.,Is the grammar of this sentence incorrect ?,0
5181,I don't have almost any potatoes.,Is the grammar of this sentence incorrect ?,1
5182,I would dance with Mary or Sue.,Is the grammar of this sentence correct ?,1
5183,Mary or Sue could tell you that.,Is the grammar of this sentence incorrect ?,0
5184,Do you have dry socks? claim.,Is the grammar of this sentence correct ?,1
5185,Perhaps some dry socks would help?,Is the grammar of this sentence correct ?,1
5186,An owl hunts mice.,Is the grammar of this sentence incorrect ?,0
5187,Generics allow exceptions.,Is the grammar of this sentence correct ?,1
5188,A poodle gives live birth.,Is the grammar of this sentence correct ?,1
5189,Every poodle gives live birth.,Is the grammar of this sentence incorrect ?,0
5190,I don't have potatoes.,Is the grammar of this sentence incorrect ?,0
5191,Every man who has matches is happy.,Is the grammar of this sentence correct ?,1
5192,Every man who has any matches is happy.,Is the grammar of this sentence correct ?,1
5193,Could we make some French fries?,Is the grammar of this sentence correct ?,1
5194,Why don't we make some French fries?,Is the grammar of this sentence incorrect ?,0
5195,Are you prepared for school tomorrow?,Is the grammar of this sentence correct ?,1
5196,And then all the owls go on a mice hunt.,Is the grammar of this sentence incorrect ?,0
5197,"If you take a dry match and strike it, it lights.",Is the grammar of this sentence correct ?,1
5198,At most three teachers assigned homework.,Is the grammar of this sentence incorrect ?,0
5199,At most three teachers assigned any homework.,Is the grammar of this sentence incorrect ?,0
5200,Every student who handed in some homework will get a prize.,Is the grammar of this sentence incorrect ?,0
5201,Every student who handed in any homework will get a prize.,Is the grammar of this sentence correct ?,1
5202,"Before you make plans, consult the secretary.",Is the grammar of this sentence correct ?,1
5203,"Before you make any plans, consult the secretary.",Is the grammar of this sentence correct ?,1
5204,Is there anything I can do for you?,Is the grammar of this sentence incorrect ?,0
5205,A professional dancer would be able to do it.,Is the grammar of this sentence correct ?,1
5206,Any professional dancer would be able to do it.,Is the grammar of this sentence correct ?,1
5207,"We don't have potatoes, or at least not enough.",Is the grammar of this sentence correct ?,1
5208,Every man who has any matches is happy. happy.,Is the grammar of this sentence correct ?,1
5209,Every boy has any potatoes.,Is the grammar of this sentence correct ?,0
5210,It's not the case that every boy has any potatoes.,Is the grammar of this sentence incorrect ?,1
5211,I'm surprised we had any potatoes.,Is the grammar of this sentence correct ?,1
5212,At most three boys didn't see anything.,Is the grammar of this sentence correct ?,1
5213,Even Sue said anything.,Is the grammar of this sentence correct ?,0
5214,Sue was the most likely not to say anything.,Is the grammar of this sentence correct ?,1
5215,Sue said something although she was the most likely not to say anything.,Is the grammar of this sentence incorrect ?,0
5216,Cows fly more often than John visits any relatives.,Is the grammar of this sentence incorrect ?,0
5217,Each candidate who has any interest in semantics will be admit ted to the department.,Is the grammar of this sentence correct ?,0
5218,Every child should have a daily glass of milk.,Is the grammar of this sentence correct ?,1
5219,Each child should have a daily glass of milk.,Is the grammar of this sentence correct ?,1
5220,I'm surprised that he ever said anything.,Is the grammar of this sentence incorrect ?,0
5221,I'm sorry that he ever said anything.,Is the grammar of this sentence incorrect ?,0
5222,I'm glad that I ever met him.,Is the grammar of this sentence correct ?,0
5223,I'm sure that I ever met him.,Is the grammar of this sentence incorrect ?,1
5224,I'm surprised he bought a car.,Is the grammar of this sentence correct ?,1
5225,But these tickets are terrible!,Is the grammar of this sentence correct ?,1
5226,"I was surprised that he stole the watch, in as far as that was a daring thing to do.",Is the grammar of this sentence correct ?,1
5227,"Given my high opinion on his moral character, I was surprised that he stole the watch.",Is the grammar of this sentence incorrect ?,0
5228,Were you surprised that he stole the watch?,Is the grammar of this sentence correct ?,1
5229,I'm sorry that anybody hates me.,Is the grammar of this sentence correct ?,1
5230,I want for nobody to hate me.,Is the grammar of this sentence incorrect ?,0
5231,I'm glad he bought a car.,Is the grammar of this sentence correct ?,1
5232,I'm sorry he bought a car.,Is the grammar of this sentence incorrect ?,0
5233,He bought a Honda.,Is the grammar of this sentence incorrect ?,0
5234,I'm glad I saw anybody.,Is the grammar of this sentence correct ?,0
5235,I'm glad anybody likes me!,Is the grammar of this sentence incorrect ?,0
5236,Couldn't you get any tickets better than this?,Is the grammar of this sentence correct ?,1
5237,"It's fine that he paid and apologized, but I don't really care about his gratitude, or the money, or anything.",Is the grammar of this sentence incorrect ?,0
5238,I'm sure we got any tickets!,Is the grammar of this sentence incorrect ?,1
5239,I'm sure he speaks to me!,Is the grammar of this sentence correct ?,1
5240,I'm glad a linguist likes me.,Is the grammar of this sentence correct ?,1
5241,I didn't help him because I have any sympathy for urban guerillas.,Is the grammar of this sentence incorrect ?,0
5242,"It isn't because Sue said anything bad about me that I'm angry, although she did say some bad things about me.",Is the grammar of this sentence correct ?,0
5243,I don't have any sympathy for urban guerillas.,Is the grammar of this sentence incorrect ?,0
5244,Almost an owl hunts mice.,Is the grammar of this sentence incorrect ?,1
5245,Absolutely an owl hunts mice.,Is the grammar of this sentence correct ?,0
5246,Almost any owl hunts mice.,Is the grammar of this sentence correct ?,1
5247,Absolutely any owl hunts mice.,Is the grammar of this sentence incorrect ?,0
5248,He began writing poems.,Is the grammar of this sentence correct ?,1
5249,He kept writing poems.,Is the grammar of this sentence correct ?,1
5250,He continued writing poems.,Is the grammar of this sentence correct ?,1
5251,He stopped writing poems.,Is the grammar of this sentence incorrect ?,0
5252,The men would have all been working.,Is the grammar of this sentence correct ?,1
5253,The men would have been all working.,Is the grammar of this sentence correct ?,1
5254,Would the men each have been working?,Is the grammar of this sentence incorrect ?,0
5255,Would each the men have been working?,Is the grammar of this sentence incorrect ?,1
5256,The men would not enjoy that.,Is the grammar of this sentence correct ?,1
5257,Would not the men enjoy that?,Is the grammar of this sentence correct ?,0
5258,Would the men not enjoy that?,Is the grammar of this sentence correct ?,1
5259,The men would all not have been working.,Is the grammar of this sentence correct ?,0
5260,The men all would not have been working.,Is the grammar of this sentence incorrect ?,0
5261,The men would not have all been working.,Is the grammar of this sentence correct ?,1
5262,The men would not all have been working.,Is the grammar of this sentence correct ?,1
5263,The men would not have been all working.,Is the grammar of this sentence correct ?,1
5264,That John is a fool is obvious.,Is the grammar of this sentence incorrect ?,0
5265,It is obvious that John is a fool.,Is the grammar of this sentence incorrect ?,0
5266,John believes that Fred likes steak that Joe likes pizza.,Is the grammar of this sentence incorrect ?,1
5267,John whined that he was hungry.,Is the grammar of this sentence correct ?,1
5268,That he was hungry was whined by John.,Is the grammar of this sentence incorrect ?,1
5269,John is certain that the Mets will win.,Is the grammar of this sentence correct ?,1
5270,That he has blood on his hands proves that John is the murderer.,Is the grammar of this sentence incorrect ?,0
5271,It proves that John is the murderer that he has blood on his hands.,Is the grammar of this sentence correct ?,0
5272,To please John would be difficult.,Is the grammar of this sentence correct ?,1
5273,It would be difficult to please John.,Is the grammar of this sentence incorrect ?,0
5274,It is believed to be obvious by everyone that Fred is crazy.,Is the grammar of this sentence incorrect ?,0
5275,John is believed to be certain by everyone that Fred is crazy.,Is the grammar of this sentence incorrect ?,1
5276,It disturbed him that people didn't like Fred.,Is the grammar of this sentence incorrect ?,0
5277,It was believed to have disturbed him that people didn't like Fred.,Is the grammar of this sentence correct ?,1
5278,How easy to please John is it?,Is the grammar of this sentence incorrect ?,1
5279,How difficult to study for the exam was it?,Is the grammar of this sentence incorrect ?,1
5280,How hard to read the book was it?,Is the grammar of this sentence incorrect ?,1
5281,How easy to tease John it is!,Is the grammar of this sentence correct ?,0
5282,How hard to read the book it was!,Is the grammar of this sentence correct ?,0
5283,How certain that the Mets will win are you?,Is the grammar of this sentence incorrect ?,0
5284,How likely to win is he?,Is the grammar of this sentence incorrect ?,0
5285,This book I enjoyed.,Is the grammar of this sentence correct ?,1
5286,To whom the book did you give.,Is the grammar of this sentence correct ?,0
5287,The book to whom did you give.,Is the grammar of this sentence incorrect ?,1
5288,He's a man to whom liberty we could never grant.,Is the grammar of this sentence correct ?,1
5289,"It's obvious that Mary, he can't stand.",Is the grammar of this sentence correct ?,1
5290,I think that the trolls will take the shepherd tomorrow.,Is the grammar of this sentence incorrect ?,0
5291,"As for Max, I really like him.",Is the grammar of this sentence incorrect ?,0
5292,"He's a man to whom as for liberty, we could never grant it.",Is the grammar of this sentence correct ?,0
5293,"He's a man to whom liberty, we could never grant it.",Is the grammar of this sentence incorrect ?,1
5294,John would like that because he's such a nice guy.,Is the grammar of this sentence incorrect ?,0
5295,"John, because he's such a nice guy, would like that.",Is the grammar of this sentence correct ?,1
5296,"Because he's such a nice guy, John would like that.",Is the grammar of this sentence correct ?,1
5297,"John would, because he's such a nice guy, like that.",Is the grammar of this sentence incorrect ?,0
5298,"Because he's such a nice guy, what would John like?",Is the grammar of this sentence correct ?,1
5299,"It's obvious that, although he's a nice guy, John isn't too bright.",Is the grammar of this sentence incorrect ?,0
5300,John ate after getting home the steak.,Is the grammar of this sentence correct ?,0
5301,I gave Mary a book.,Is the grammar of this sentence incorrect ?,0
5302,I considered Fred crazy.,Is the grammar of this sentence correct ?,1
5303,I put the book on the table.,Is the grammar of this sentence correct ?,1
5304,I worded the telegram tersely.,Is the grammar of this sentence correct ?,1
5305,I considered Fred after the party crazy.,Is the grammar of this sentence correct ?,0
5306,1 put the book after the party on the table.,Is the grammar of this sentence incorrect ?,1
5307,I worded the telegram after the party tersely.,Is the grammar of this sentence incorrect ?,1
5308,"Because she's so pleasant, Mary I really like her.",Is the grammar of this sentence incorrect ?,1
5309,"Because she's so pleasant, Mary I really like.",Is the grammar of this sentence incorrect ?,0
5310,"Though he may seem intelligent, he does not seem deep.",Is the grammar of this sentence incorrect ?,0
5311,"Intelligent though he may seem, he does not seem deep.",Is the grammar of this sentence correct ?,1
5312,"Though I may love her, that won't affect the grade.",Is the grammar of this sentence correct ?,1
5313,"Love her though I may, that won't affect the grade.",Is the grammar of this sentence incorrect ?,0
5314,"Handsome though I believe the claim that Tom is, I still won't date him.",Is the grammar of this sentence correct ?,0
5315,"Handsome though they told me that Tom is, I still won't date him.",Is the grammar of this sentence correct ?,0
5316,"Handsome though my friends suggested that Mary thinks that Tom is, I still won't date him.",Is the grammar of this sentence correct ?,0
5317,"Hate those who criticize Carter though he may, it doesn't matter.",Is the grammar of this sentence correct ?,1
5318,Would John hate that?,Is the grammar of this sentence correct ?,1
5319,Would John hate that!,Is the grammar of this sentence incorrect ?,0
5320,"Will, after John comes home, Sally take a shower?",Is the grammar of this sentence incorrect ?,1
5321,"Will Sally, after John comes home, take a shower?",Is the grammar of this sentence incorrect ?,0
5322,"After John comes home, will Sally take a shower?",Is the grammar of this sentence correct ?,1
5323,I would prefer that he not have finished.,Is the grammar of this sentence correct ?,1
5324,I would prefer that he have not finished.,Is the grammar of this sentence incorrect ?,1
5325,He has not finished.,Is the grammar of this sentence incorrect ?,0
5326,He is not finishing.,Is the grammar of this sentence correct ?,1
5327,He would not finish.,Is the grammar of this sentence incorrect ?,0
5328,He does not finish.,Is the grammar of this sentence correct ?,1
5329,"Those people will, after the party, not come home.",Is the grammar of this sentence correct ?,0
5330,"Those people, after the party, will not come home.",Is the grammar of this sentence incorrect ?,0
5331,I've never seen a man taller than my father.,Is the grammar of this sentence correct ?,1
5332,I've never seen a taller man than my father.,Is the grammar of this sentence incorrect ?,0
5333,I've never seen a man taller than my mother.,Is the grammar of this sentence incorrect ?,0
5334,I've never seen a taller man than my mother.,Is the grammar of this sentence incorrect ?,0
5335,Jack eats caviar more than he eats mush.,Is the grammar of this sentence correct ?,1
5336,Jack eats more caviar than he eats mush.,Is the grammar of this sentence incorrect ?,0
5337,Jack eats caviar more than he sleeps.,Is the grammar of this sentence correct ?,1
5338,Jack eats more caviar than he sleeps.,Is the grammar of this sentence incorrect ?,1
5339,I am more angry today than I was yesterday.,Is the grammar of this sentence correct ?,1
5340,I am more angry than sad.,Is the grammar of this sentence incorrect ?,0
5341,I am angrier than sad.,Is the grammar of this sentence incorrect ?,1
5342,Mary is more than six feet tall.,Is the grammar of this sentence incorrect ?,0
5343,Mary is taller than six feet.,Is the grammar of this sentence correct ?,1
5344,Mary is more than five feet short.,Is the grammar of this sentence incorrect ?,1
5345,Mary is shorter than five feet.,Is the grammar of this sentence incorrect ?,0
5346,They think she has too much independence.,Is the grammar of this sentence incorrect ?,0
5347,They think she is too much happy.,Is the grammar of this sentence correct ?,0
5348,Mary speaks so much gently.,Is the grammar of this sentence incorrect ?,1
5349,A tangerine isn't as much different from an orange as I'd thought.,Is the grammar of this sentence correct ?,0
5350,A tangerine isn't as different from an orange as I'd thought.,Is the grammar of this sentence incorrect ?,0
5351,You and I are as much alike as a horse and a cow.,Is the grammar of this sentence incorrect ?,0
5352,You and I are as alike as a horse and a cow.,Is the grammar of this sentence incorrect ?,0
5353,You and I are as little alike as a horse and a cow.,Is the grammar of this sentence incorrect ?,0
5354,John is as much intelligent as Mary.,Is the grammar of this sentence correct ?,0
5355,John is as intelligent as Mary.,Is the grammar of this sentence correct ?,1
5356,John is more than 6 feet tall.,Is the grammar of this sentence correct ?,1
5357,John is taller than 6 feet.,Is the grammar of this sentence correct ?,1
5358,These plants may grow as much as 6 feet high.,Is the grammar of this sentence correct ?,1
5359,These plants may grow as high as 6 feet.,Is the grammar of this sentence incorrect ?,0
5360,More has happened in the last week than will happen in the next year.,Is the grammar of this sentence incorrect ?,0
5361,He offers more than we had hoped for.,Is the grammar of this sentence incorrect ?,0
5362,He was hoping for more than we offered.,Is the grammar of this sentence correct ?,1
5363,Enough is going on to keep them confused.,Is the grammar of this sentence incorrect ?,0
5364,You've said enough to convince me.,Is the grammar of this sentence correct ?,1
5365,Sally eats caviar more than I had expected.,Is the grammar of this sentence correct ?,1
5366,Susan doesn't eat her vegetables enough.,Is the grammar of this sentence correct ?,1
5367,Sally eats the stuff pretty often.,Is the grammar of this sentence incorrect ?,0
5368,Sally eats pretty often the stuff.,Is the grammar of this sentence correct ?,0
5369,Sally eats the stuff more.,Is the grammar of this sentence incorrect ?,0
5370,Sally eats more the stuff.,Is the grammar of this sentence incorrect ?,1
5371,Susan doesn't eat enough her vegetables.,Is the grammar of this sentence correct ?,0
5372,John eats more.,Is the grammar of this sentence correct ?,1
5373,John doesn't eat enough.,Is the grammar of this sentence correct ?,1
5374,John eats more than he sleeps.,Is the grammar of this sentence incorrect ?,0
5375,He gave me more of his marbles than I wanted.,Is the grammar of this sentence correct ?,1
5376,Sally enough eats caviar.,Is the grammar of this sentence incorrect ?,1
5377,Enough Sally eats caviar.,Is the grammar of this sentence correct ?,0
5378,Jack is more tall than thin.,Is the grammar of this sentence incorrect ?,0
