,label,context
3981,1,Learning to use a language freely and fully is a lengthy and arduous process.
3982,1,Kim put the book in the box.
3983,0,Kim put the book.
3984,0,Is putting the book in the box.
3985,0,Talked with Bill about the exam.
3986,1,They wrote to her.
3987,1,They are kind to her.
3988,1,They want to write to her.
3989,0,They want to wrote to her.
3990,1,They want to be kind to her.
3991,0,They want to are kind to her.
3992,1,The student knows the answers.
3993,1,The student knew the answers.
3994,1,The students know the answers.
3995,0,The student knowing the answers.
3996,0,The student known the answers.
3997,1,He is writing another long book about beavers.
3998,1,"Broadly speaking, the project was successful."
3999,1,He is proud of his son's passing the bar exam.
4000,1,The chicken has eaten.
4001,1,The chicken was eaten.
4002,1,"Seen from this perspective, there is no easy solution."
4003,1,The monkeys kept forgetting their lines.
4004,0,The monkeys kept forgot their lines.
4005,0,The monkeys kept forgotten their lines.
4006,0,We caught them ate the bananas.
4007,0,We caught them eat the bananas.
4008,0,We caught them eaten the bananas.
4009,1,John made Mary cook Korean food.
4010,0,John made Mary to cook Korean food.
4011,0,John made Mary cooking Korean food.
4012,1,The monkey seems despondent that it is in a cage.
4013,1,The monkey seems despondent.
4014,1,He seems intelligent to study medicine.
4015,0,He seems intelligent to study medicine.
4016,1,Monkeys are eager to leave.
4017,0,Monkeys are eager leaving the compound.
4018,0,The chickens seem fond with the farmer.
4019,1,The foxes seem compatible with the chickens.
4020,0,The foxes seem compatible for the chickens.
4021,1,These are similar to the bottles.
4022,0,These are similar with the bottles.
4023,1,The teacher is proud of his students.
4024,0,The teacher is proud with his students.
4025,1,The contract is subject to approval by my committee.
4026,0,The contract is subject for approval by my committee.
4027,1,There exists only one truly amphibian mammal.
4028,1,There arose a great storm.
4029,1,There exist few solutions which are cost-effective.
4030,1,There is a riot in the park.
4031,1,There remained just a few problems to be solved.
4032,0,There runs a man in the park.
4033,0,There sings a man loudly.
4034,1,They believe that Charles Darwin's theory of evolution is just a scientific theory.
4035,1,They believe Charles Darwin's theory of evolution is just a scientific theory.
4036,1,John demanded that she stop phoning him.
4037,1,Joe warned the class that the exam would be difficult.
4038,1,We told Tom that he should consult an accountant.
4039,1,Mary convinced me that the argument was sound.
4040,1,Tom intends for Sam to review that book.
4041,1,John would prefer for the children to finish the oatmeal.
4042,1,For John to either make up such a story or repeat it is outrageous.
4043,1,For John either to make up such a story or to repeat it is outrageous.
4044,1,For John to tell Bill such a lie and Bill to believe it is outrageous.
4045,1,John intends to review the book.
4046,1,John would prefer to finish the oatmeal.
4047,1,Tom tried to ask a question.
4048,0,Tom tried for Bill to ask a question.
4049,1,Tom tends to avoid confrontations.
4050,0,Tom tends for Mary to avoid confrontations.
4051,1,Joe hoped to find a solution.
4052,0,Joe hoped for Beth to find a solution.
4053,1,John believed it.
4054,1,John believed that he is honest.
4055,1,John mentioned the issue to me.
4056,1,John mentioned to me that the question is an issue.
4057,1,She pinched his arm as hard as she could.
4058,0,She pinched that he feels pain.
4059,1,We hope that such a vaccine could be available in ten years.
4060,0,We hope the availability of such a vaccine in ten years.
4061,1,Cohen proved the independence of the continuum hypothesis.
4062,1,Cohen proved that the continuum hypothesis was independent.
4063,1,John bothers me.
4064,1,That John coughed bothers me.
4065,1,John loves Bill.
4066,0,That John coughs loves Bill.
4067,1,That John sold the ostrich surprised Bill.
4068,1,For John to train his horse would be desirable.
4069,1,To train his horse would be desirable.
4070,1,That the king or queen be present is a requirement on all Royal weddings.
4071,1,Which otter you should adopt first is unclear.
4072,0,That Tom missed the lecture was enjoyable.
4073,0,For John to remove the mother is undeniable.
4074,0,How much money Gordon spent is true.
4075,1,Tom is confident that the elephants respect him.
4076,1,Tom is insistent that the defendants be truthful.
4077,1,Tom seems eager for her brother to catch a cold.
4078,1,Tom seems eager to catch a cold.
4079,1,I am ashamed that I neglected you.
4080,1,I am delighted that Mary finished his thesis.
4081,1,We were thankful that no one had been hurt.
4082,1,We were glad it was over.
4083,1,Bill alleged that Fred signed the check.
4084,1,We believe that the directors were present.
4085,1,We convinced him that the operation is safe.
4086,0,Alan is thinking about that his students are eager to learn English.
4087,0,Fred is counting on for Tom to make an announcement.
4088,1,The outcome depends on how many candidates participate in the election.
4089,1,Fred is thinking about whether he should stay in Seoul.
4090,1,The offer made Smith admire the administrators.
4091,1,John tried to make Sam let George ask Bill to keep delivering the mail.
4092,1,John enjoyed drawing trees for his syntax homework.
4093,1,The picture on the wall reminded him of his country.
4094,1,Free enterprise is compatible with American values and traditions.
4095,1,We need to be in frequent contact with the clients.
4096,1,Acknowledge that everyone has limits.
4097,1,We are aware of the existing problems.
4098,0,Why don't you leaving me concentrate on my work?
4099,0,The general commended that all troops was in dress uniform.
4100,0,My morning routine features swim free styles slowly for one hour.
4101,0,You should avoid to travel in the rush hour.
4102,0,You should attempt answering every question.
4103,0,The authorities blamed Greenpeace with the bombing.
4104,0,The authorities charged the students of the cheating.
4105,0,Sharon has been eager finishing the book.
4106,0,We respect Mary's desire for becoming famous.
4107,0,John referred from the building.
4108,0,John died to heart disease.
4109,0,We were glad what to do.
4110,0,She was busy to make lunch.
4111,1,The constant rain forced the abandonment of the next day's competitions.
4112,1,Aloe may have an analgesic effect on inflammation and minor skin irritations.
4113,1,The public never had faith in his ability to handle the job.
4114,1,He repeated his claim that the people backed his action.
4115,1,We made them take the money.
4116,0,We made them are rude.
4117,1,Do not use these words in the beginning of a sentence.
4118,1,We know the defendants seem eager to testify against the criminal.
4119,1,Jane isn't sure whether the students keep the books.
4120,0,Book is available in most countries.
4121,0,Student studies English for 4 hours a day.
4122,1,Students study English for 4 hours a day.
4123,1,His friend learned dancing.
4124,1,My bother's friend learned dancing.
4125,1,The president's bodyguard learned surveillance.
4126,1,The King of Rock and Roll's records led to dancing.
4127,1,President Lincoln delivered his Gettysburg Address in 1863.
4128,0,President Lincoln delivered her Gettysburg Address in 1863.
4129,0,"After reading the pamphlet, Judy threw them into the garbage can."
4130,1,"After the party, I asked myself why I had faxed invitations to everyone in my office building."
4131,1,Edward usually remembered to send a copy of his e-mail to himself.
4132,1,No John Smiths attended the meeting.
4133,1,This John Smith lives in Seoul.
4134,1,There are three Davids in my class.
4135,1,It's nothing like the America I remember.
4136,1,My brother is an Einstein at maths.
4137,1,"In the book, he talks about his ups and downs at school."
4138,1,"If John wants to succeed in corporate life, he has to know the rules of the game."
4139,1,The critique of Plato's Republic was written from a contemporary point of view.
4140,1,The characters in Shakespeare's Twelfth Night live in a world that has been turned upside-down.
4141,0,The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.
4142,1,Students studying English read Conrad's Heart of Darkness while at university.
4143,1,You is the only person that I can rely on.
4144,0,You are the only person that I can rely on.
4145,1,He is the only person that I can rely on.
4146,0,He are the only person that I can rely on.
4147,1,The boy swims.
4148,0,The boys swim.
4149,1,"King prawns cooked in chili salt and pepper was very much better, a simple dish deliciously executed."
4150,1,Four pounds was quite a bit of money in 1950 and it was not easy to come by.
4151,1,Five pounds is a lot of money.
4152,0,Five pounds are a lot of money.
4153,1,Two drops sanitize anything in your house.
4154,0,Two drops sanitize anything in your house.
4155,1,Fifteen dollars in a week is much.
4156,0,Fifteen dollars in a week are not much.
4157,1,Fifteen years represents a long period of his life.
4158,0,Fifteen years represent a long period of his life.
4159,1,Two miles is as far as they can walk.
4160,0,Two miles are as far as they can walk.
4161,1,This Government have been more transparent in the way they have dealt with public finances than any previous government.
4162,1,This Government has been more transparent in the way they have dealt with public finances than any previous government.
4163,1,In preparation for the return fixture this team has trained more efficiently than they had in recent months.
4164,1,She doesn't believe much of that story.
4165,1,We listened to as little of his speech as possible.
4166,1,How much of the fresco did the flood damage?
4167,0,She doesn't believe much story.
4168,0,We listened to as little speech as possible.
4169,0,How much fresco did the flood damage?
4170,0,I read some book.
4171,1,One of the people was dying of thirst.
4172,1,Many of the people were dying of thirst.
4173,0,One people was dying of thirst.
4174,1,Many people were dying of thirst.
4175,1,Each of the suggestions is acceptable.
4176,1,Neither of the cars has air conditioning.
4177,1,None of these men wants to be president.
4178,1,Most of the children are here.
4179,1,Some of the soup needs more salt.
4180,1,Some of the diners need menus.
4181,1,All of the land belongs to the government.
4182,1,All of these cars belong to me.
4183,1,John is in the room.
4184,1,I am fond of him.
4185,1,Most of John's boat has been repainted.
4186,1,Some of the record contains evidence of wrongdoing.
4187,1,Much of that theory is unfounded.
4188,0,One of the story has appeared in your newspaper.
4189,1,He is afraid of foxes.
4190,1,It is a wooden desk.
4191,1,It is the main street.
4192,0,It is an alive fish.
4193,0,They are afraid people.
4194,0,This objection is main.
4195,0,This fact is key.
4196,1,The man eager to start the meeting is John's sister.
4197,1,The man holding the bottle disappeared.
4198,1,The papers removed from the safe have not been found.
4199,1,The money that you gave me disappeared last night.
4200,0,John in the doorway waved to his father.
4201,0,He in the doorway waved to his father.
4202,1,and index values of the subject and the main verb.
4203,1,Neither of these men is worthy to lead Italy.
4204,1,None of his customary excuses suffices Edgar now.
4205,1,One of the problems was the robins.
4206,1,All of the plant virus web sites have been conveniently collected in one central location.
4207,1,Some of the water from melted snow also goes into the ground for plants.
4208,1,Most of the milk your baby consumes during breastfeeding is produced during nursing.
4209,1,All special rights of voting in the election were abolished.
4210,1,One of major factors affecting the value of diamonds was their weight.
4211,1,Each of these stones has to be cut and polished.
4212,1,Most of her free time was spent attending concerts and plays or visiting museums and art galleries.
4213,1,The committee was unanimous in their decision.
4214,1,The committee have all now resigned.
4215,0,The committee has all now resigned.
4216,1,The crew have both agreed to change sponsor.
4217,0,The crew has both agreed to change sponsor.
4218,1,Her family is all avid skiers.
4219,0,Her family are all avid skiers.
4220,0,A variety of styles have been in vogue for the last year.
4221,1,Both of the workers will wear carnations.
4222,1,Both the workers will wear carnations.
4223,1,Both will wear carnations.
4224,1,Few doctors approve of our remedy.
4225,1,Few approve of our remedy.
4226,1,An example of these substances be tobacco.
4227,1,The effectiveness of teaching and learning depend on several factors.
4228,1,One of the most serious problems that some students have be lack of motivation.
4229,1,Ten years be a long time to spend in prison.
4230,1,Everyone of us be given a prize.
4231,1,Some of the fruit be going bad.
4232,1,All of his wealth come from real estate investments.
4233,1,Do some of your relatives live nearby?
4234,1,Fifty pounds seem like a lot of weight to lose in one year.
4235,1,News of Persephone and Demeter reach the great gods and goddesses of Olympus.
4236,1,Half of the year be dark and wintry.
4237,1,Some of the promoters of ostrich meat compare its taste to beef tenderloin.
4238,1,The committee hasn't yet made up its mind.
4239,0,The committee hasn't yet made up their mind.
4240,1,The committee haven't yet made up their mind.
4241,0,The committee haven't yet made up its mind.
4242,0,"That dog is so ferocious, it even tried to bite himself."
4243,0,I washed me.
4244,1,I washed myself.
4245,0,You washed myself.
4246,1,I washed you.
4247,1,He kicked you.
4248,0,I washed yourself.
4249,1,You washed yourself.
4250,1,Harry says that Sally dislikes him.
4251,0,Harry says that Sally dislikes himself.
4252,0,Sally wishes that everyone would praise herself.
4253,1,Sally believes that she is brilliant.
4254,0,Sally believes that herself is brilliant.
4255,1,The power of your mind and the power of your body have a tight connection.
4256,1,John tries to fix the computer.
4257,1,John seems to fix the computer.
4258,1,Mary persuaded John to fix the computer.
4259,1,Mary expected John to fix the computer.
4260,0,John to fix the computer.
4261,0,Seems John to fix the computer.
4262,1,John tries to be honest.
4263,1,John seems to be honest.
4264,1,John makes efforts for himself to be honest.
4265,1,It seems that John is honest.
4266,1,It tends to be warm in September.
4267,1,It seems to bother Kim that they resigned.
4268,0,It tries to be warm in September.
4269,0,It hopes to bother Kim that they resigned.
4270,1,It is easy to please Kim.
4271,1,John is eager to please Kim.
4272,0,There tries to be warm in September.
4273,0,There hopes to bother Kim that they resigned.
4274,0,It is eager to please Kim.
4275,1,Stephen seemed to be intelligent.
4276,1,It seems to be easy to fool Ben.
4277,1,There is likely to be a letter in the mailbox.
4278,1,Tabs are likely to be kept on participants.
4279,0,John seems to be easy to fool Ben.
4280,0,John is likely to be kept on participants.
4281,1,Sandy tried to eat oysters.
4282,0,There tried to be riots in Seoul.
4283,0,It tried to bother me that Chris lied.
4284,0,Tabs try to be kept on Bob by the FBI.
4285,0,That he is clever is eager to be obvious.
4286,1,The king thanked the man.
4287,1,The color red seems to be his favorite color.
4288,1,The cat seems to be out of the bag.
4289,1,The dentist is likely to examine Pat.
4290,1,Pat is likely to be examined by the dentist.
4291,1,The dentist is eager to examine Pat.
4292,1,Pat is eager to be examined by the dentist.
4293,1,Stephen believed Ben to be careful.
4294,1,Stephen persuaded Ben to be careful.
4295,1,Stephen believed it to be easy to please Kim.
4296,0,Stephen persuaded it to be easy to please Kim.
4297,1,Stephen believed there to be a fountain in the park.
4298,0,Stephen persuaded there to be a fountain in the park.
4299,1,Stephen believed the cat to be out of the bag.
4300,0,Stephen persuaded the cat to be out of the bag.
4301,1,The dentist was believed to have examined Pat.
4302,1,Pat was believed to have been examined by the dentist.
4303,1,The dentist was persuaded to examine Pat.
4304,1,Stephen seems to be irritating.
4305,1,Tom believes Stephen to be irritating.
4306,1,John persuaded Stephen to be more careful.
4307,0,It seemed to be intelligent.
4308,1,It seemed to rain.
4309,1,There seemed to be a fountain in the park.
4310,1,Stephen tried to be intelligent.
4311,0,It tried to be intelligent.
4312,0,There tried to be intelligent.
4313,0,It tried to rain.
4314,0,There tried to be a fountain in the park.
4315,1,Someone tried to leave the town.
4316,1,There seems to be a fountain in the park.
4317,0,It seems to be a fountain in the park.
4318,0,John seems to be a fountain in the park.
4319,1,We believed there to be a fountain in the park.
4320,0,We believed it to be a fountain in the park.
4321,0,There tries to leave the country.
4322,0,We believed it to try to leave the country.
4323,0,We believed there to try to leave the country.
4324,1,We believed John to try to leave the country.
4325,1,The cat tries to be out of the bag.
4326,1,They persuaded me to leave.
4327,1,They promised me to leave.
4328,0,They persuaded it to rain.
4329,0,They promised it to rain.
4330,1,Under the bed is a fun place to hide.
4331,0,Under the bed wants to be a fun place to hide.
4332,1,Kim may have admitted to let Mary mow the lawn.
4333,1,Gregory appears to have wanted to be loyal to the company.
4334,1,Jones would prefer for it to be clear to Barry that the city plans to sue him.
4335,1,John continues to avoid the conflict.
4336,1,The captain ordered the troops to proceed.
4337,1,He coaxed his brother to give him the candy.
4338,1,John wants it to be clear to Ben that the city plans to honor him.
4339,0,John seems to rain.
4340,0,John is likely to appear that he will win the game.
4341,0,Beth tried for Bill to ask a question.
4342,0,He believed there to be likely that he won the game.
4343,0,It is likely to seem to be arrogant.
4344,0,Sandy appears that Kim is happy.
4345,0,Dana would be unlikely for Pat to be called upon.
4346,0,Robin is nothing in the box.
4347,0,It said that Kim was happy.
4348,0,There preferred for Sandy to get the job.
4349,1,There is only one chemical substance involved in nerve transmission.
4350,0,There are only one chemical substance involved in nerve transmission.
4351,0,There is more chemical substances involved in nerve transmission.
4352,1,There are more chemical substances involved in nerve transmission.
4353,1,There is believed to be a sheep in the park.
4354,0,There is believed to be a sheep in the park.
4355,1,There are believed to be sheep in the park.
4356,1,There seems to be no student absent.
4357,0,There are likely to be no student absent.
4358,1,There is likely to be no student absent.
4359,1,Pat expected Leslie to be aggressive.
4360,1,Pat persuaded Leslie to be aggressive.
4361,1,Pat promised Leslie to be aggressive.
4362,1,Kevin urged Anne to be loyal to her.
4363,1,We expect the dentist to examine us.
4364,0,We expect the dentist to examine ourselves.
4365,1,We expect them to examine themselves.
4366,1,We persuaded the dentist to examine us.
4367,0,We persuaded the dentist to examine ourselves.
4368,1,We persuaded them to examine themselves.
4369,0,We persuaded them to examine them.
4370,1,"John may drink water, and Bill drink beer."
4371,1,Tom will not leave.
4372,0,Tom kicked not a ball.
4373,1,Will Tom leave the party now?
4374,0,Left Tom the party already?
4375,1,John couldn't leave the party.
4376,0,John leftn't the party early.
4377,1,"If anybody is spoiling the children, John is."
4378,0,"If anybody keeps spoiling the children, John keeps."
4379,1,"You should leave, shouldn't you?"
4380,0,"You didn't leave, left you?"
4381,1,She would never believe that story.
4382,0,She believed never his story.
4383,1,The boys will all be there.
4384,0,Our team played all well.
4385,1,The children will have been being entertained.
4386,0,The house is been remodelling.
4387,0,Margaret has had already left.
4388,0,He has will seeing his children.
4389,0,He has been must being interrogated by the police at that very moment.
4390,1,Mary solved the problem.
4391,1,Mary would solve the problem.
4392,1,Mary was solving the problem.
4393,1,Mary would easily solve the problem.
4394,0,Mary not avoided Bill.
4395,1,Mary did not avoid Bill.
4396,1,Fred must have been singing songs and probably was drinking beer.
4397,1,Fred must both have been singing songs and have been drinking beer.
4398,1,Fred must have both been singing songs and been drinking beer.
4399,1,Fred must have been both singing songs and drinking beer.
4400,1,There might be a unicorn in the garden.
4401,1,It will rain tomorrow.
4402,1,John will leave the party earlier.
4403,0,There hopes to finish the project.
4404,0,The bus hopes to be here at five.
4405,0,I hope to can study in France.
4406,1,I hope to study in France.
4407,0,John stopped can to sign in tune.
4408,0,John stopped canning to sign in tune.
4409,0,John wills leave the party early.
4410,0,John can kicked the ball.
4411,0,John can kicking the ball.
4412,0,John can to kick the ball.
4413,1,John will kick the ball.
4414,0,John will kicked the ball.
4415,0,John will to kick the ball.
4416,0,Kim must bakes a cake.
4417,0,Kim must baked a cake.
4418,0,Kim must will bake a cake.
4419,1,There may exist a man in the park.
4420,0,It may exist a man in the park.
4421,0,It is vital that we will study everyday.
4422,1,He is a fool.
4423,1,He has a car.
4424,1,John is running to the car.
4425,1,Was the child in the school?
4426,1,Was the child running to the car?
4427,1,Was the child found?
4428,1,The child never became crazy.
4429,1,The child was never crazy.
4430,1,The child was never running to the car.
4431,1,The child was never deceived.
4432,1,John is happy about the outcome.
4433,1,John was seeing his children.
4434,1,The children are seen in the yard.
4435,1,John has not sung a song.
4436,1,Has John sung a song?
4437,1,John hasn't been singing a song.
4438,1,John has sung a song and Mary has too.
4439,1,John can have danced.
4440,1,John can be dancing.
4441,1,He has seen his children.
4442,1,He will have been seeing his children.
4443,0,Americans have paying income tax ever since 1913.
4444,0,George has went to America.
4445,1,is out since the following is finite.
4446,1,You are a student.
4447,1,You have not enough money.
4448,1,Have you enough money?
4449,1,John does not like this town.
4450,1,In no other circumstances does that distinction matter.
4451,1,They didn't leave any food.
4452,0,They expected us to do leave him.
4453,0,They expected us to should leave him.
4454,0,I found myself doing need sleep.
4455,0,He does be leaving.
4456,0,He does have been eating.
4457,0,They will do come.
4458,1,John did leave.
4459,1,Did John find the solution?
4460,1,How long did it last?
4461,1,John may leave.
4462,1,It may rain.
4463,0,John may rain.
4464,1,John did not leave.
4465,0,John did not rain.
4466,1,He might have left.
4467,0,He might do leave.
4468,0,He does can leave here.
4469,0,He does may leave here.
4470,0,Jim does have supported the theory.
4471,0,The proposal did be endorsed by Clinton.
4472,0,I do not have sung.
4473,0,I do not be happy.
4474,1,Do be honest!
4475,1,Don't be silly!
4476,0,John believed Kim to do not leave here.
4477,1,John believes Kim not to leave here.
4478,0,John believed Kim to leaving here.
4479,0,John did not leaving here.
4480,0,John expect to must leave.
4481,0,John did not may leave.
4482,1,"Tom wanted to go home, but Peter didn't want to."
4483,1,Lee voted for Bill because his father told him to.
4484,1,Kim regrets not having seen the movie.
4485,1,Kim regrets never having seen the movie.
4486,1,We asked him not to try to call us again.
4487,1,We asked him never to try to call us again.
4488,1,Duty made them not miss the weekly meetings.
4489,1,Duty made them never miss the weekly meetings.
4490,1,Not speaking English is a disadvantage.
4491,0,Speaking not English is a disadvantage.
4492,0,Lee likes not Kim.
4493,1,Lee is believed not to like Kim.
4494,1,Lee is believed to not like Kim.
4495,0,Lee is believed to like not Kim.
4496,1,The president could not approve the bill.
4497,1,It would be possible for the president not to approve the bill.
4498,1,It would not be possible for the president to approve the bill.
4499,0,Lee not left.
4500,1,Lee will never leave.
4501,1,Lee will not leave.
4502,1,John could not leave the town.
4503,0,John not left the town.
4504,0,John not could leave the town.
4505,1,"Mary sang a song, but Lee never did."
4506,0,"Mary sang a song, but Lee did never."
4507,1,"Mary sang a song, but Lee did not."
4508,1,"The president could not approve the bill, couldn't he?"
4509,0,"The president could not approve the bill, could he?"
4510,1,Are you studying English syntax?
4511,1,What are you studying nowadays?
4512,1,I shall go downtown.
4513,1,Shall I go downtown?
4514,1,May she live forever!
4515,1,Was I that stupid?
4516,1,Don't you even touch that!
4517,1,You better not drink.
4518,1,"You can do it, but you better not."
4519,0,Better you not drink.
4520,1,They'd leave soon.
4521,1,They wouldn't leave soon.
4522,1,They shouldn't leave soon.
4523,1,"They can do it, can't they?"
4524,1,"They can't do it, can they?"
4525,0,"They can't do it, can't they?"
4526,0,"They can't do it, can he?"
4527,1,"Kim can dance, and Sandy can, too."
4528,1,"Kim has danced, and Sandy has, too."
4529,1,"Kim was dancing, and Sandy was, too."
4530,0,"Kim considered joining the navy, but I never considered."
4531,0,"Kim wanted to go and Sandy wanted, too."
4532,1,Kim is happy and Sandy is too.
4533,1,"When Kim was in China, I was too."
4534,1,Have you anything to share with the group?
4535,1,Have you brought anything to share with the group?
4536,1,"Sandy must have been, too."
4537,1,"Sandy must have, too."
4538,1,"Sandy must, too."
4539,1,"Because John persuaded Sally to, he didn't have to talk to the reporters."
4540,0,"Mary sang a song, but Lee could never."
4541,1,"Mary sang a song, but Lee could not."
4542,1,John got sent to prison.
4543,1,He ought to leave his luggage here.
4544,1,He dared not argue against his parents.
4545,1,He used to go there very often.
4546,1,The gardener must trim the rose bushes today.
4547,1,This should be the beginning of a beautiful friendship.
4548,1,I am removing the shovel from the shed.
4549,1,The travelers have returned from their vacation.
4550,1,Springfield would have built a police station with the federal grant.
4551,1,Sharks could have been cruising near the beach.
4552,1,She seem to have given financial assistance to an important French art dealer.
4553,0,Ann may spending her vacation in Italy.
4554,0,Ann may spends her vacation in Italy.
4555,0,Ann may spent her vacation in Italy.
4556,1,It has rained every day for the last week.
4557,0,It has raining every day for the last week.
4558,0,It has rains every day for the last week.
4559,0,It has rain every day for the last week.
4560,1,Tagalog is spoken in the Philippines.
4561,0,Tagalog is speak in the Philippines.
4562,0,Tagalog is speaks in the Philippines.
4563,0,Tagalog is spoke in the Philippines.
4564,1,The roof is leaking.
4565,0,The roof is leaked.
4566,0,The roof is leaks.
4567,0,George is having lived in Toledo for thirty years.
4568,0,The house is been remodeling.
4569,0,A medal was been given to the mayor by the sewer commissioner.
4570,0,Does John have gone to the library?
4571,0,"John seems fond of ice cream, and Bill seems, too."
4572,1,Sam may have been being interrogated by the FBI.
4573,0,Sam may have been being interrogating by the FBI.
4574,0,Sam may be had been interrogating by the FBI.
4575,1,Have social problems made police work difficult?
4576,1,The senator should not have forgotten the concerns of her constituents.
4577,1,Tokyo has not loosened trade restrictions.
4578,1,Did the doctor prescribe aspirin?
4579,1,"Sandy will read your reports, but Harold will not."
4580,1,He can hardly believe that it's already over.
4581,1,I could have little known that more trouble was just around the corner.
4582,1,I have never been spoken to so rudely!
4583,1,Hardly was there any rain falling.
4584,1,Little did I know that more trouble was just around the corner.
4585,1,Never have I been spoken to so rudely!
4586,1,"He had hardly collected the papers on his desk, had he?"
4587,0,"He had hardly collected the papers on his desk, hadn't he?"
4588,1,"He never achieved anything, did he?"
4589,0,"He never achieved anything, didn't he?"
4590,1,"As a statesman, he scarcely could do anything worth mentioning."
4591,0,"As a statesman, scarcely he could do anything worth mentioning."
4592,0,Any zebras can't fly.
4593,0,Anything hasn't happened to his optimism.
4594,0,Any of the citizens hardly ever say anything.
4595,1,I didn't find any bugs in my bed.
4596,1,Nobody told them anything.
4597,1,Never have I stolen from any members of your family.
4598,1,Why haven't any books been returned?
4599,1,Hardly any of the citizens ever say anything.
4600,1,These lines were written by one of Korea's most famous poets.
4601,1,The unidentified victim was apparently struck during the early morning hours.
4602,1,Targets can be observed at any angle.
4603,1,"During the early evening, Saturn can be found in the north, while Jupiter rises in the east."
4604,1,I poured 20 liters of acid into the beaker.
4605,1,About 20 liters of acid was poured into the beaker.
4606,1,The executive committee approved the new policy.
4607,1,The new policy was approved by the executive committee.
4608,1,John has taken Bill to the library.
4609,1,John has chosen Bill for the position.
4610,0,John has taken to the library.
4611,0,John has chosen for the position.
4612,0,The guide has been taken John to the library.
4613,0,The department has been chosen John for the position.
4614,1,John has been taken to the library.
4615,1,John has been chosen for the position.
4616,1,Pat handed a book to Chris.
4617,0,Pat handed to Chris.
4618,0,Pat handed a book.
4619,1,A book was handed to Chris by Pat.
4620,0,A book was handed by Pat.
4621,1,A book was handed to Chris.
4622,0,A book was handed.
4623,1,They believe it to be easy to annoy Ben.
4624,0,They believe Stephen to be easy to annoy Ben.
4625,1,They believe there to be a dragon in the wood.
4626,1,It is believed to be easy to annoy Ben.
4627,0,Stephen is believed to be easy to annoy Ben.
4628,1,There is believed to be a dragon in the wood.
4629,1,No one believes that he is a fool.
4630,1,No one suspects that he is a fool.
4631,1,That he is a fool is suspected by no one.
4632,1,They believe the cat to be out of the bag.
4633,1,The cat is believed to be out of the bag.
4634,1,John drove the car.
4635,1,John was driving the car.
4636,1,The car was being driven.
4637,1,John will drive the car.
4638,1,The car will be driven.
4639,1,John has driven the car.
4640,1,The car has been driven.
4641,1,John has been driving the car.
4642,1,The car has been being driven.
4643,1,The car will have been being driven.
4644,1,Pat handed Chris a note.
4645,1,Chris was handed a note.
4646,1,Chris was handed a note by Pat.
4647,1,Ideas are put into children's heads by TV.
4648,1,"Yesterday, the child really kicked a monkey in the street."
4649,1,The model resembles Kim in nearly every detail.
4650,0,Kim is resembled by the model in nearly every detail.
4651,0,You are not fitted by the coat.
4652,1,I was born in 1970.
4653,1,It is rumored that he is on his way out.
4654,1,John is said to be rich.
4655,1,He is reputed to be a good scholar.
4656,0,My mother bore me in 1970.
4657,0,Everyone rumored that he was on his way out.
4658,0,They said him to be rich.
4659,0,They reputed him to be a good scholar.
4660,1,He kicked the ball.
4661,1,The ball was kicked by him.
4662,1,John kicked him.
4663,1,He was kicked by John.
4664,1,John sent her to Seoul.
4665,1,She was sent to Seoul.
4666,1,They widely believed that John was ill.
4667,1,That John was ill was widely believed.
4668,1,They haven't decided which attorney will give the closing argument.
4669,1,Which attorney will give the closing argument hasn't been decided.
4670,1,Which attorney will give the closing argument hasn't been decided by them.
4671,1,You can rely on Ben.
4672,1,Ben can be relied on.
4673,1,They talked about the scandal for days.
4674,1,The scandal was talked about for days.
4675,1,The issue was dealt with promptly.
4676,1,That's not what's asked for.
4677,1,This should be attended to immediately.
4678,0,The capital was gathered near by a crowd of people.
4679,0,The hot sun was played under by the children.
4680,1,That's something I would have paid twice for.
4681,1,These are the books that we have gone most thoroughly over.
4682,1,They look generally on John as selfish.
4683,0,Everything was paid twice for.
4684,0,Your books were gone most thoroughly over.
4685,0,He is looked generally on as selfish.
4686,1,Pavarotti relied on Loren and Bond on Hepburn.
4687,0,Pavarotti relied on Loren and Bond Hepburn.
4688,1,Loren was relied on by Pavarotti and Hepburn by Bond.
4689,0,Loren was relied on by Pavarotti and Hepburn on by Bond.
4690,1,The lawyer looked into the document.
4691,1,The document was looked into by the lawyer.
4692,1,Peter has been asked to resign.
4693,1,I assume the matter to have been filed in the appropriate records.
4694,1,Smith wants the picture to be removed from the office.
4695,1,The events have been described well.
4696,1,Over 120 different contaminants have been dumped into the river.
4697,1,The balloon is positioned in an area of blockage and is inflated.
4698,1,Cancer is now thought to be unlikely to be caused by hot dogs.
4699,1,Whether this is feasible hasn't yet been determined.
4700,1,Paying taxes can't be avoided.
4701,1,It hasn't yet been determined whether this is feasible.
4702,1,Frances has had the drapes cleaned.
4703,1,Shirley seems to have Fred promoted.
4704,1,Nina got Bill elected to the committee.
4705,1,We got our car radio stolen twice on holiday.
4706,1,Frances has had her clean the drapes.
4707,1,Nina got them to elect Bill.
4708,1,The news was dealt with carefully.
4709,1,The tree was looked after by Kim.
4710,1,We cannot put up with the noise anymore.
4711,1,He will keep up with their expectations.
4712,1,This noise cannot be put up with.
4713,1,Their expectations will be kept up with.
